# Vertices
-0.275775, 3.636813, -0.039557, 0.000000, 14.000000,
-0.523275, 3.769289, 0.000000, 0.000000, 14.000000,
-0.268233, 3.753692, 0.245197, 0.000000, 14.000000,
-0.268233, 3.753692, 0.245197, 0.000000, 14.000000,
-0.523275, 3.769289, 0.000000, 0.000000, 14.000000,
-0.459226, 4.120525, 0.243552, 0.000000, 14.000000,
-0.114693, 3.819494, -0.085313, 0.000000, 14.000000,
-0.071152, 4.104879, -0.039557, 0.000000, 14.000000,
-0.271798, 4.104879, -0.311119, 0.000000, 14.000000,
-0.319523, 3.819493, -0.272676, 0.000000, 14.000000,
-0.271798, 4.104879, -0.311119, 0.000000, 14.000000,
-0.532795, 4.119069, -0.159192, 0.000000, 14.000000,
-0.268233, 3.753692, 0.245197, 0.000000, 14.000000,
-0.459226, 4.120525, 0.243552, 0.000000, 14.000000,
-0.212543, 4.104879, 0.286671, 0.000000, 14.000000,
-0.268233, 3.753692, 0.245197, 0.000000, 14.000000,
-0.212543, 4.104879, 0.286671, 0.000000, 14.000000,
-0.071152, 4.104879, -0.039557, 0.000000, 14.000000,
-0.271798, 4.104879, -0.311119, 0.000000, 14.000000,
-0.071152, 4.104879, -0.039557, 0.000000, 14.000000,
-0.237093, 4.323521, -0.075244, 0.000000, 14.000000,
-0.532795, 4.119069, -0.159192, 0.000000, 14.000000,
-0.271798, 4.104879, -0.311119, 0.000000, 14.000000,
-0.361530, 4.358590, 0.039557, 0.000000, 14.000000,
-0.459226, 4.120525, 0.243552, 0.000000, 14.000000,
-0.532795, 4.119069, -0.159192, 0.000000, 14.000000,
-0.361530, 4.358590, 0.039557, 0.000000, 14.000000,
-0.212543, 4.104879, 0.286671, 0.000000, 14.000000,
-0.459226, 4.120525, 0.243552, 0.000000, 14.000000,
-0.361530, 4.358590, 0.039557, 0.000000, 14.000000,
-0.071152, 4.104879, -0.039557, 0.000000, 14.000000,
-0.212543, 4.104879, 0.286671, 0.000000, 14.000000,
-0.237093, 4.323521, -0.075244, 0.000000, 14.000000,
